Date/Time,Counts
08/Jun/23 18:05:34,20
08/Jun/23 18:06:34,20
08/Jun/23 18:07:34,18
08/Jun/23 18:08:34,16
08/Jun/23 18:09:34,16
08/Jun/23 18:10:34,16
08/Jun/23 18:11:34,22
08/Jun/23 18:12:34,25
08/Jun/23 18:13:34,17
08/Jun/23 18:14:34,25
08/Jun/23 18:15:34,18
08/Jun/23 18:16:34,26
08/Jun/23 18:17:34,22
08/Jun/23 18:18:34,13
08/Jun/23 18:19:34,18
08/Jun/23 18:20:34,15
08/Jun/23 18:21:34,26
08/Jun/23 18:22:34,16
08/Jun/23 18:23:34,15
08/Jun/23 18:24:34,18
08/Jun/23 18:25:34,17
08/Jun/23 18:26:34,15
08/Jun/23 18:27:34,14
08/Jun/23 18:28:34,18
08/Jun/23 18:29:34,18
08/Jun/23 18:30:34,20
08/Jun/23 18:31:34,17
08/Jun/23 18:32:34,19
08/Jun/23 18:33:34,21
08/Jun/23 18:34:34,20
08/Jun/23 18:35:34,15
08/Jun/23 18:36:34,14
08/Jun/23 18:37:34,19
08/Jun/23 18:38:34,21
08/Jun/23 18:39:34,19
08/Jun/23 18:40:34,16
08/Jun/23 18:41:34,22
08/Jun/23 18:42:34,27
08/Jun/23 18:43:34,20
08/Jun/23 18:44:34,16
08/Jun/23 18:45:34,19
08/Jun/23 18:47:44,18
08/Jun/23 18:48:44,13
08/Jun/23 18:49:44,19
08/Jun/23 18:50:44,18
08/Jun/23 18:51:44,12
08/Jun/23 18:52:44,22
08/Jun/23 18:53:44,16
08/Jun/23 18:54:44,23
08/Jun/23 18:55:44,15
08/Jun/23 18:56:44,24
08/Jun/23 18:57:44,25
08/Jun/23 18:58:44,19
08/Jun/23 18:59:44,12
08/Jun/23 19:00:44,23
08/Jun/23 19:01:44,10
08/Jun/23 19:02:44,17
08/Jun/23 19:03:44,17
08/Jun/23 19:04:44,17
08/Jun/23 19:05:44,23
08/Jun/23 19:06:44,23
08/Jun/23 19:07:44,18
08/Jun/23 19:08:44,21
08/Jun/23 19:09:44,27
08/Jun/23 19:10:44,16
08/Jun/23 19:11:44,25
08/Jun/23 19:12:44,21
08/Jun/23 19:13:44,21
08/Jun/23 19:14:44,25
08/Jun/23 19:15:44,22
08/Jun/23 19:16:44,23
08/Jun/23 19:17:44,19
08/Jun/23 19:18:44,16
08/Jun/23 19:19:44,28
08/Jun/23 19:20:44,24
08/Jun/23 19:21:44,18
08/Jun/23 19:22:44,13
08/Jun/23 19:23:44,19
08/Jun/23 19:24:44,16
08/Jun/23 19:25:44,15
08/Jun/23 19:26:44,18
08/Jun/23 19:27:44,20
08/Jun/23 19:28:44,15
08/Jun/23 19:29:44,9
08/Jun/23 19:30:44,18
08/Jun/23 19:31:44,20
08/Jun/23 19:32:44,17
08/Jun/23 19:33:44,17
08/Jun/23 19:34:44,24
08/Jun/23 19:35:44,20
08/Jun/23 19:36:44,22
08/Jun/23 19:37:44,18
08/Jun/23 19:38:44,19
08/Jun/23 19:39:44,18
08/Jun/23 19:40:44,20
08/Jun/23 19:41:44,20
08/Jun/23 19:42:44,14
08/Jun/23 19:43:44,23
08/Jun/23 19:44:44,26
08/Jun/23 19:45:44,14
08/Jun/23 19:47:53,31
08/Jun/23 19:48:53,24
08/Jun/23 19:49:53,24
08/Jun/23 19:50:53,17
08/Jun/23 19:51:53,9
08/Jun/23 19:52:53,21
08/Jun/23 19:53:53,23
08/Jun/23 19:54:53,20
08/Jun/23 19:55:53,21
08/Jun/23 19:56:53,26
08/Jun/23 19:57:53,20
08/Jun/23 19:58:53,18
08/Jun/23 19:59:53,24
08/Jun/23 20:00:53,20
08/Jun/23 20:01:53,24
08/Jun/23 20:02:53,18
08/Jun/23 20:03:53,24
08/Jun/23 20:04:53,21
08/Jun/23 20:05:53,19
08/Jun/23 20:06:53,16
08/Jun/23 20:07:53,25
08/Jun/23 20:08:53,16
08/Jun/23 20:09:53,20
08/Jun/23 20:10:53,21
08/Jun/23 20:11:53,21
08/Jun/23 20:12:53,13
08/Jun/23 20:13:53,22
08/Jun/23 20:14:53,22
08/Jun/23 20:15:53,22
08/Jun/23 20:16:53,17
08/Jun/23 20:17:53,20
08/Jun/23 20:18:53,22
08/Jun/23 20:19:53,22
08/Jun/23 20:20:53,15
08/Jun/23 20:21:53,26
08/Jun/23 20:22:53,17
08/Jun/23 20:23:53,25
08/Jun/23 20:24:53,11
08/Jun/23 20:25:53,13
08/Jun/23 20:26:53,21
08/Jun/23 20:27:53,26
08/Jun/23 20:28:53,24
08/Jun/23 20:29:53,21
08/Jun/23 20:30:53,21
08/Jun/23 20:31:53,20
08/Jun/23 20:32:53,16
08/Jun/23 20:33:53,18
08/Jun/23 20:34:53,18
08/Jun/23 20:35:53,17
08/Jun/23 20:36:53,20
08/Jun/23 20:37:53,18
08/Jun/23 20:38:53,17
08/Jun/23 20:39:53,17
08/Jun/23 20:40:53,22
08/Jun/23 20:41:53,19
08/Jun/23 20:42:53,21
08/Jun/23 20:43:53,17
08/Jun/23 20:44:53,23
08/Jun/23 20:45:53,26
08/Jun/23 20:48:02,16
08/Jun/23 20:49:02,21
08/Jun/23 20:50:02,12
08/Jun/23 20:51:02,13
08/Jun/23 20:52:02,11
08/Jun/23 20:53:02,22
08/Jun/23 20:54:02,9
08/Jun/23 20:55:02,22
08/Jun/23 20:56:02,19
08/Jun/23 20:57:02,29
08/Jun/23 20:58:02,21
08/Jun/23 20:59:02,23
08/Jun/23 21:00:02,22
08/Jun/23 21:01:02,21
08/Jun/23 21:02:02,16
08/Jun/23 21:03:02,19
08/Jun/23 21:04:02,24
08/Jun/23 21:05:02,15
08/Jun/23 21:06:02,14
08/Jun/23 21:07:02,21
08/Jun/23 21:08:02,22
08/Jun/23 21:09:02,20
08/Jun/23 21:10:02,23
08/Jun/23 21:11:02,19
08/Jun/23 21:12:02,10
08/Jun/23 21:13:02,19
08/Jun/23 21:14:02,22
08/Jun/23 21:15:02,21
08/Jun/23 21:16:02,20
08/Jun/23 21:17:02,25
08/Jun/23 21:18:02,17
08/Jun/23 21:19:02,18
08/Jun/23 21:20:02,16
08/Jun/23 21:21:02,19
08/Jun/23 21:22:02,19
08/Jun/23 21:23:02,19
08/Jun/23 21:24:02,13
08/Jun/23 21:25:02,23
08/Jun/23 21:26:02,18
08/Jun/23 21:27:02,20
08/Jun/23 21:28:02,13
08/Jun/23 21:29:02,18
08/Jun/23 21:30:02,8
08/Jun/23 21:31:02,25
08/Jun/23 21:32:02,14
08/Jun/23 21:33:02,23
08/Jun/23 21:34:02,28
08/Jun/23 21:35:02,24
08/Jun/23 21:36:02,17
08/Jun/23 21:37:02,14
08/Jun/23 21:38:02,19
08/Jun/23 21:39:02,23
08/Jun/23 21:40:02,16
08/Jun/23 21:41:02,14
08/Jun/23 21:42:02,15
08/Jun/23 21:43:02,17
08/Jun/23 21:44:02,29
08/Jun/23 21:45:02,17
08/Jun/23 21:46:02,19
08/Jun/23 21:48:08,21
08/Jun/23 21:49:08,23
08/Jun/23 21:50:08,22
08/Jun/23 21:51:08,23
08/Jun/23 21:52:08,19
08/Jun/23 21:53:08,18
08/Jun/23 21:54:08,18
08/Jun/23 21:55:08,16
08/Jun/23 21:56:08,21
08/Jun/23 21:57:08,18
08/Jun/23 21:58:08,20
08/Jun/23 21:59:08,15
08/Jun/23 22:00:08,19
08/Jun/23 22:01:08,21
08/Jun/23 22:02:08,18
08/Jun/23 22:03:08,24
08/Jun/23 22:04:08,26
08/Jun/23 22:05:08,20
08/Jun/23 22:06:08,10
08/Jun/23 22:07:08,18
08/Jun/23 22:08:08,20
08/Jun/23 22:09:08,21
08/Jun/23 22:10:08,15
08/Jun/23 22:11:08,13
08/Jun/23 22:12:08,16
08/Jun/23 22:13:08,23
08/Jun/23 22:14:08,23
08/Jun/23 22:15:08,25
08/Jun/23 22:16:08,24
08/Jun/23 22:17:08,21
08/Jun/23 22:18:08,17
08/Jun/23 22:19:08,13
08/Jun/23 22:20:08,23
08/Jun/23 22:21:08,22
08/Jun/23 22:22:08,20
08/Jun/23 22:23:08,10
08/Jun/23 22:24:08,21
08/Jun/23 22:25:08,18
08/Jun/23 22:26:08,12
08/Jun/23 22:27:08,22
08/Jun/23 22:28:08,13
08/Jun/23 22:29:08,17
08/Jun/23 22:30:08,20
08/Jun/23 22:31:08,16
08/Jun/23 22:32:08,22
08/Jun/23 22:33:08,22
08/Jun/23 22:34:08,21
08/Jun/23 22:35:08,14
08/Jun/23 22:36:08,22
08/Jun/23 22:37:08,21
08/Jun/23 22:38:08,23
08/Jun/23 22:39:08,20
08/Jun/23 22:40:08,17
08/Jun/23 22:41:08,18
08/Jun/23 22:42:08,17
08/Jun/23 22:43:08,16
08/Jun/23 22:44:08,28
08/Jun/23 22:45:08,21
08/Jun/23 22:46:08,27
08/Jun/23 22:48:15,21
08/Jun/23 22:49:15,31
08/Jun/23 22:50:15,22
08/Jun/23 22:51:15,14
08/Jun/23 22:52:15,17
08/Jun/23 22:53:15,18
08/Jun/23 22:54:15,22
08/Jun/23 22:55:15,15
08/Jun/23 22:56:15,21
08/Jun/23 22:57:15,23
08/Jun/23 22:58:15,21
08/Jun/23 22:59:15,23
08/Jun/23 23:00:15,19
08/Jun/23 23:01:15,19
08/Jun/23 23:02:15,18
08/Jun/23 23:03:15,19
08/Jun/23 23:04:15,20
08/Jun/23 23:05:15,16
08/Jun/23 23:06:15,25
08/Jun/23 23:07:15,25
08/Jun/23 23:08:15,19
08/Jun/23 23:09:15,32
08/Jun/23 23:10:15,19
08/Jun/23 23:11:15,21
08/Jun/23 23:12:15,20
08/Jun/23 23:13:15,30
08/Jun/23 23:14:15,18
08/Jun/23 23:15:15,22
08/Jun/23 23:16:15,14
08/Jun/23 23:17:15,14
08/Jun/23 23:18:15,15
08/Jun/23 23:19:15,22
08/Jun/23 23:20:15,22
08/Jun/23 23:21:15,15
08/Jun/23 23:22:15,12
08/Jun/23 23:23:15,17
08/Jun/23 23:24:15,29
08/Jun/23 23:25:15,19
08/Jun/23 23:26:15,19
08/Jun/23 23:27:15,12
08/Jun/23 23:28:15,23
08/Jun/23 23:29:15,17
08/Jun/23 23:30:15,18
08/Jun/23 23:31:15,12
08/Jun/23 23:32:15,19
08/Jun/23 23:33:15,16
08/Jun/23 23:34:15,19
08/Jun/23 23:35:15,16
08/Jun/23 23:36:15,14
08/Jun/23 23:37:15,10
08/Jun/23 23:38:15,23
08/Jun/23 23:39:15,16
08/Jun/23 23:40:15,18
08/Jun/23 23:41:15,22
08/Jun/23 23:42:15,18
08/Jun/23 23:43:15,12
08/Jun/23 23:44:15,16
08/Jun/23 23:45:15,17
08/Jun/23 23:46:15,25
08/Jun/23 23:48:21,17
08/Jun/23 23:49:21,14
08/Jun/23 23:50:21,21
08/Jun/23 23:51:21,22
08/Jun/23 23:52:21,14
08/Jun/23 23:53:21,16
08/Jun/23 23:54:21,16
08/Jun/23 23:55:21,17
08/Jun/23 23:56:21,11
08/Jun/23 23:57:21,11
08/Jun/23 23:58:21,25
08/Jun/23 23:59:21,20
08/Jun/23 24:00:21,25
08/Jun/23 24:01:21,17
08/Jun/23 24:02:21,18
08/Jun/23 24:03:21,17
08/Jun/23 24:04:21,10
08/Jun/23 24:05:21,14
08/Jun/23 24:06:21,17
08/Jun/23 24:07:21,16
08/Jun/23 24:08:21,20
08/Jun/23 24:09:21,26
08/Jun/23 24:10:21,16
08/Jun/23 24:11:21,16
08/Jun/23 24:12:21,26
08/Jun/23 24:13:21,27
08/Jun/23 24:14:21,28
08/Jun/23 24:15:21,19
08/Jun/23 24:16:21,15
08/Jun/23 24:17:21,15
08/Jun/23 24:18:21,14
08/Jun/23 24:19:21,21
08/Jun/23 24:20:21,24
08/Jun/23 24:21:21,23
08/Jun/23 24:22:21,18
08/Jun/23 24:23:21,13
08/Jun/23 24:24:21,17
08/Jun/23 24:25:21,23
08/Jun/23 24:26:21,15
08/Jun/23 24:27:21,26
08/Jun/23 24:28:21,17
08/Jun/23 24:29:21,16
08/Jun/23 24:30:21,22
08/Jun/23 24:31:21,9
08/Jun/23 24:32:21,22
08/Jun/23 24:33:21,13
08/Jun/23 24:34:21,26
08/Jun/23 24:35:21,20
08/Jun/23 24:36:21,20
08/Jun/23 24:37:21,20
08/Jun/23 24:38:21,17
08/Jun/23 24:39:21,25
08/Jun/23 24:40:21,20
08/Jun/23 24:41:21,20
08/Jun/23 24:42:21,14
08/Jun/23 24:43:21,20
08/Jun/23 24:44:21,16
08/Jun/23 24:45:21,22
08/Jun/23 24:46:21,18
09/Jun/23 00:48:28,23
09/Jun/23 00:49:28,17
09/Jun/23 00:50:28,22
09/Jun/23 00:51:28,21
09/Jun/23 00:52:28,17
09/Jun/23 00:53:28,15
09/Jun/23 00:54:28,13
09/Jun/23 00:55:28,24
09/Jun/23 00:56:28,20
09/Jun/23 00:57:28,17
09/Jun/23 00:58:28,14
09/Jun/23 00:59:28,22
09/Jun/23 01:00:28,16
09/Jun/23 01:01:28,10
09/Jun/23 01:02:28,19
09/Jun/23 01:03:28,27
09/Jun/23 01:04:28,19
09/Jun/23 01:05:28,19
09/Jun/23 01:06:28,15
09/Jun/23 01:07:28,13
09/Jun/23 01:08:28,14
09/Jun/23 01:09:28,21
09/Jun/23 01:10:28,24
09/Jun/23 01:11:28,15
09/Jun/23 01:12:28,16
09/Jun/23 01:13:28,28
09/Jun/23 01:14:28,15
09/Jun/23 01:15:28,24
09/Jun/23 01:16:28,14
09/Jun/23 01:17:28,16
09/Jun/23 01:18:28,17
09/Jun/23 01:19:28,22
09/Jun/23 01:20:28,18
09/Jun/23 01:21:28,15
09/Jun/23 01:22:28,23
09/Jun/23 01:23:28,11
09/Jun/23 01:24:28,19
09/Jun/23 01:25:28,22
09/Jun/23 01:26:28,21
09/Jun/23 01:27:28,35
09/Jun/23 01:28:28,24
09/Jun/23 01:29:28,20
09/Jun/23 01:30:28,19
09/Jun/23 01:31:28,23
09/Jun/23 01:32:28,15
09/Jun/23 01:33:28,20
09/Jun/23 01:34:28,21
09/Jun/23 01:35:28,18
09/Jun/23 01:36:28,20
09/Jun/23 01:37:28,15
09/Jun/23 01:38:28,26
09/Jun/23 01:39:28,20
09/Jun/23 01:40:28,19
09/Jun/23 01:41:28,22
09/Jun/23 01:42:28,22
09/Jun/23 01:43:28,17
09/Jun/23 01:44:28,24
09/Jun/23 01:45:28,17
09/Jun/23 01:46:28,20
09/Jun/23 01:48:34,17
09/Jun/23 01:49:34,15
09/Jun/23 01:50:34,14
09/Jun/23 01:51:34,28
09/Jun/23 01:52:34,23
09/Jun/23 01:53:34,28
09/Jun/23 01:54:34,24
09/Jun/23 01:55:34,19
09/Jun/23 01:56:34,22
09/Jun/23 01:57:34,26
09/Jun/23 01:58:34,21
09/Jun/23 01:59:34,17
09/Jun/23 02:00:34,8
09/Jun/23 02:01:34,19
09/Jun/23 02:02:34,15
09/Jun/23 02:03:34,17
09/Jun/23 02:04:34,20
09/Jun/23 02:05:34,13
09/Jun/23 02:06:34,19
09/Jun/23 02:07:34,27
09/Jun/23 02:08:34,12
09/Jun/23 02:09:34,17
09/Jun/23 02:10:34,29
09/Jun/23 02:11:34,24
09/Jun/23 02:12:34,13
09/Jun/23 02:13:34,16
09/Jun/23 02:14:34,17
09/Jun/23 02:15:34,18
09/Jun/23 02:16:34,21
09/Jun/23 02:17:34,17
09/Jun/23 02:18:34,14
09/Jun/23 02:19:34,16
09/Jun/23 02:20:34,17
09/Jun/23 02:21:34,17
09/Jun/23 02:22:34,18
09/Jun/23 02:23:34,18
09/Jun/23 02:24:34,24
09/Jun/23 02:25:34,22
09/Jun/23 02:26:34,18
09/Jun/23 02:27:34,20
09/Jun/23 02:28:34,14
09/Jun/23 02:29:34,19
09/Jun/23 02:30:34,17
09/Jun/23 02:31:34,13
09/Jun/23 02:32:34,19
09/Jun/23 02:33:34,18
09/Jun/23 02:34:34,16
09/Jun/23 02:35:34,18
09/Jun/23 02:36:34,21
09/Jun/23 02:37:34,27
09/Jun/23 02:38:34,21
09/Jun/23 02:39:34,16
09/Jun/23 02:40:34,20
09/Jun/23 02:41:34,17
09/Jun/23 02:42:34,11
09/Jun/23 02:43:34,16
09/Jun/23 02:44:34,17
09/Jun/23 02:45:34,21
09/Jun/23 02:46:34,18
09/Jun/23 02:48:41,23
09/Jun/23 02:49:41,16
09/Jun/23 02:50:41,22
09/Jun/23 02:51:41,27
09/Jun/23 02:52:41,12
09/Jun/23 02:53:41,18
09/Jun/23 02:54:41,19
09/Jun/23 02:55:41,17
09/Jun/23 02:56:41,10
09/Jun/23 02:57:41,14
09/Jun/23 02:58:41,21
09/Jun/23 02:59:41,15
09/Jun/23 03:00:41,22
09/Jun/23 03:01:41,22
09/Jun/23 03:02:41,9
09/Jun/23 03:03:41,19
09/Jun/23 03:04:41,25
09/Jun/23 03:05:41,20
09/Jun/23 03:06:41,24
09/Jun/23 03:07:41,15
09/Jun/23 03:08:41,17
09/Jun/23 03:09:41,18
09/Jun/23 03:10:41,23
09/Jun/23 03:11:41,28
09/Jun/23 03:12:41,29
09/Jun/23 03:13:41,14
09/Jun/23 03:14:41,15
09/Jun/23 03:15:41,16
09/Jun/23 03:16:41,24
09/Jun/23 03:17:41,24
09/Jun/23 03:18:41,9
09/Jun/23 03:19:41,20
09/Jun/23 03:20:41,26
09/Jun/23 03:21:41,22
09/Jun/23 03:22:41,17
09/Jun/23 03:23:41,17
09/Jun/23 03:24:41,24
09/Jun/23 03:25:41,15
09/Jun/23 03:26:41,23
09/Jun/23 03:27:41,15
09/Jun/23 03:28:41,9
09/Jun/23 03:29:41,20
09/Jun/23 03:30:41,24
09/Jun/23 03:31:41,21
09/Jun/23 03:32:41,22
09/Jun/23 03:33:41,13
09/Jun/23 03:34:41,24
09/Jun/23 03:35:41,18
09/Jun/23 03:36:41,17
09/Jun/23 03:37:41,16
09/Jun/23 03:38:41,14
09/Jun/23 03:39:41,19
09/Jun/23 03:40:41,15
09/Jun/23 03:41:41,23
09/Jun/23 03:42:41,14
09/Jun/23 03:43:41,16
09/Jun/23 03:44:41,18
09/Jun/23 03:45:41,21
09/Jun/23 03:46:41,17
09/Jun/23 03:48:48,15
09/Jun/23 03:49:48,19
09/Jun/23 03:50:48,14
09/Jun/23 03:51:48,23
09/Jun/23 03:52:48,21
09/Jun/23 03:53:48,19
09/Jun/23 03:54:48,24
09/Jun/23 03:55:48,15
09/Jun/23 03:56:48,15
09/Jun/23 03:57:48,13
09/Jun/23 03:58:48,25
09/Jun/23 03:59:48,17
09/Jun/23 04:00:48,15
09/Jun/23 04:01:48,19
09/Jun/23 04:02:48,21
09/Jun/23 04:03:48,21
09/Jun/23 04:04:48,19
09/Jun/23 04:05:48,20
09/Jun/23 04:06:48,16
09/Jun/23 04:07:48,18
09/Jun/23 04:08:48,20
09/Jun/23 04:09:48,13
09/Jun/23 04:10:48,21
09/Jun/23 04:11:48,15
09/Jun/23 04:12:48,18
09/Jun/23 04:13:48,24
09/Jun/23 04:14:48,17
09/Jun/23 04:15:48,19
09/Jun/23 04:16:48,21
09/Jun/23 04:17:48,12
09/Jun/23 04:18:48,18
09/Jun/23 04:19:48,22
09/Jun/23 04:20:48,19
09/Jun/23 04:21:48,25
09/Jun/23 04:22:48,21
09/Jun/23 04:23:48,24
09/Jun/23 04:24:48,21
09/Jun/23 04:25:48,12
09/Jun/23 04:26:48,17
09/Jun/23 04:27:48,18
09/Jun/23 04:28:48,9
09/Jun/23 04:29:48,27
09/Jun/23 04:30:48,27
09/Jun/23 04:31:48,24
09/Jun/23 04:32:48,20
09/Jun/23 04:33:48,25
09/Jun/23 04:34:48,12
09/Jun/23 04:35:48,20
09/Jun/23 04:36:48,17
09/Jun/23 04:37:48,10
09/Jun/23 04:38:48,22
09/Jun/23 04:39:48,25
09/Jun/23 04:40:48,8
09/Jun/23 04:41:48,13
09/Jun/23 04:42:48,19
09/Jun/23 04:43:48,17
09/Jun/23 04:44:48,23
09/Jun/23 04:45:48,19
09/Jun/23 04:46:48,20
09/Jun/23 04:48:55,19
09/Jun/23 04:49:55,15
09/Jun/23 04:50:55,21
09/Jun/23 04:51:55,23
09/Jun/23 04:52:55,21
09/Jun/23 04:53:55,22
09/Jun/23 04:54:55,13
09/Jun/23 04:55:55,17
09/Jun/23 04:56:55,19
09/Jun/23 04:57:55,22
09/Jun/23 04:58:55,16
09/Jun/23 04:59:55,14
09/Jun/23 05:00:55,20
09/Jun/23 05:01:55,15
09/Jun/23 05:02:55,11
09/Jun/23 05:03:55,16
09/Jun/23 05:04:55,19
09/Jun/23 05:05:55,13
09/Jun/23 05:06:55,31
09/Jun/23 05:07:55,19
09/Jun/23 05:08:55,14
09/Jun/23 05:09:55,19
09/Jun/23 05:10:55,21
09/Jun/23 05:11:55,25
09/Jun/23 05:12:55,20
09/Jun/23 05:13:55,14
09/Jun/23 05:14:55,18
09/Jun/23 05:15:55,17
09/Jun/23 05:16:55,14
09/Jun/23 05:17:55,14
09/Jun/23 05:18:55,22
09/Jun/23 05:19:55,19
09/Jun/23 05:20:55,24
09/Jun/23 05:21:55,19
09/Jun/23 05:22:55,26
09/Jun/23 05:23:55,19
09/Jun/23 05:24:55,23
09/Jun/23 05:25:55,17
09/Jun/23 05:26:55,16
09/Jun/23 05:27:55,25
09/Jun/23 05:28:55,14
09/Jun/23 05:29:55,23
09/Jun/23 05:30:55,16
09/Jun/23 05:31:55,22
09/Jun/23 05:32:55,18
09/Jun/23 05:33:55,17
09/Jun/23 05:34:55,13
09/Jun/23 05:35:55,18
09/Jun/23 05:36:55,20
09/Jun/23 05:37:55,17
09/Jun/23 05:38:55,22
09/Jun/23 05:39:55,16
09/Jun/23 05:40:55,27
09/Jun/23 05:41:55,26
09/Jun/23 05:42:55,18
09/Jun/23 05:43:55,21
09/Jun/23 05:44:55,19
09/Jun/23 05:45:55,17
09/Jun/23 05:46:55,21
09/Jun/23 05:49:01,19
09/Jun/23 05:50:01,17
09/Jun/23 05:51:01,13
09/Jun/23 05:52:01,11
09/Jun/23 05:53:01,12
09/Jun/23 05:54:01,27
09/Jun/23 05:55:01,22
09/Jun/23 05:56:01,22
09/Jun/23 05:57:01,15
09/Jun/23 05:58:01,20
09/Jun/23 05:59:01,14
09/Jun/23 06:00:01,20
09/Jun/23 06:01:01,14
09/Jun/23 06:02:01,12
09/Jun/23 06:03:01,15
09/Jun/23 06:04:01,20
09/Jun/23 06:05:01,15
09/Jun/23 06:06:01,22
09/Jun/23 06:07:01,18
09/Jun/23 06:08:01,17
09/Jun/23 06:09:01,14
09/Jun/23 06:10:01,26
09/Jun/23 06:11:01,17
09/Jun/23 06:12:01,18
09/Jun/23 06:13:01,21
09/Jun/23 06:14:01,23
09/Jun/23 06:15:01,14
09/Jun/23 06:16:01,18
09/Jun/23 06:17:01,29
09/Jun/23 06:18:01,20
09/Jun/23 06:19:01,14
09/Jun/23 06:20:01,17
09/Jun/23 06:21:01,27
09/Jun/23 06:22:01,23
09/Jun/23 06:23:01,9
09/Jun/23 06:24:01,18
09/Jun/23 06:25:01,31
09/Jun/23 06:26:01,19
09/Jun/23 06:27:01,13
09/Jun/23 06:28:01,16
09/Jun/23 06:29:01,16
09/Jun/23 06:30:01,20
09/Jun/23 06:31:01,23
09/Jun/23 06:32:01,25
09/Jun/23 06:33:01,23
09/Jun/23 06:34:01,22
09/Jun/23 06:35:01,17
09/Jun/23 06:36:01,18
09/Jun/23 06:37:01,22
09/Jun/23 06:38:01,12
09/Jun/23 06:39:01,18
09/Jun/23 06:40:01,14
09/Jun/23 06:41:01,14
09/Jun/23 06:42:01,16
09/Jun/23 06:43:01,16
09/Jun/23 06:44:01,24
09/Jun/23 06:45:01,19
09/Jun/23 06:46:01,14
09/Jun/23 06:47:01,26
09/Jun/23 06:49:08,16
09/Jun/23 06:50:08,19
09/Jun/23 06:51:08,19
09/Jun/23 06:52:08,23
09/Jun/23 06:53:08,26
09/Jun/23 06:54:08,19
09/Jun/23 06:55:08,18
09/Jun/23 06:56:08,14
09/Jun/23 06:57:08,32
09/Jun/23 06:58:08,16
09/Jun/23 06:59:08,25
09/Jun/23 07:00:08,12
09/Jun/23 07:01:08,20
09/Jun/23 07:02:08,19
09/Jun/23 07:03:08,22
09/Jun/23 07:04:08,14
09/Jun/23 07:05:08,20
09/Jun/23 07:06:08,18
09/Jun/23 07:07:08,10
09/Jun/23 07:08:08,19
09/Jun/23 07:09:08,16
09/Jun/23 07:10:08,22
09/Jun/23 07:11:08,16
09/Jun/23 07:12:08,15
09/Jun/23 07:13:08,18
09/Jun/23 07:14:08,18
09/Jun/23 07:15:08,17
09/Jun/23 07:16:08,21
09/Jun/23 07:17:08,18
09/Jun/23 07:18:08,19
09/Jun/23 07:19:08,16
09/Jun/23 07:20:08,18
09/Jun/23 07:21:08,28
09/Jun/23 07:22:08,20
09/Jun/23 07:23:08,18
09/Jun/23 07:24:08,21
09/Jun/23 07:25:08,22
09/Jun/23 07:26:08,24
09/Jun/23 07:27:08,22
09/Jun/23 07:28:08,23
09/Jun/23 07:29:08,8
09/Jun/23 07:30:08,28
09/Jun/23 07:31:08,19
09/Jun/23 07:32:08,21
09/Jun/23 07:33:08,14
09/Jun/23 07:34:08,20
09/Jun/23 07:35:08,30
09/Jun/23 07:36:08,15
